Name,Path,Repository,Developer,Version,Tag,Commit
QMplus Icons,lib/editor/atto/plugins/qmulicons,git@github.com:ULCC-QMUL/moodle-editor_atto_qmulicons.git,2015 Queen Mary University of London,2015052907,develop_34,40f4326cdf45cdc614b71dacca0742f14a6dcc2e
QMplus Text Highlighter,lib/editor/atto/plugins/qmultexthighlight,git@github.com:ULCC-QMUL/moodle-editor_atto_qmultexthighlight.git,2015 Queen Mary University of London,2015062903,master,0b508268c323580215f390c9692fc322bb36b84a
QMplus Headers,lib/editor/atto/plugins/qmultitle,git@github.com:ULCC-QMUL/moodle-editor_atto_qmultitle.git,2015 Queen Mary University of London,2015072703,develop_34,43c17fe2905e5c98959c4ddcfe2acccfa8b15a66
Snippet (Atto),lib/editor/atto/plugins/snippet,git@github.com:/justinhunt/moodle-atto_snippet,COPYRIGHTINFO,2018041000,gdpr,b6785061ca85c9b36990886f70c83390367b4c57
Kaltura media,lib/editor/tinymce/plugins/kalturamedia,git@github.com:ULCC-QMUL/moodle-editor_tinymce_kalturamedia.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,8adfedfd98b0ff95b82e6e4436a1947d4a3148d5
TinyMCE Mathslate,lib/editor/tinymce/plugins/mathslate,git@github.com:ULCC-QMUL/moodle-editor_tinymce_mathslate.git,2013 onward Daniel Thies,2015041701,master,c765d15309e94d64193acf2408e5fb555ed77bab
Activity to do list,local/activitytodo,git@github.com:ULCC-QMUL/moodle-local_activitytodo.git,2017 Davo SmithSynergy Learning,2017051000,develop_34,de5af51985fabaa90aa7c7acb29d906ffffaf6af
Anonymous posting in forums,local/anonymousposting,git@github.com:jleyva/moodle-local_anonymousposting.git,2011 Juan Leyva <juanleyvadelgado@gmail.com>,2017091200,master,925078363789fccd20fde1b219dc8fe0dee68cf9
BulkActions,local/bulkactions,git@github.com:ULCC-QMUL/moodle-local_bulkactions,,2019061200,master,665f505dc207c001c7cdcfe97407fbb866616471
course_backup,local/course_backup,git@github.com:ULCC-QMUL/moodle-local_course_backup.git,Gerry G Hall <gerryghall.co.uk>,2013011301,master,fc901519cfda3ac40cf00354ddaec37ebb80a269
Course Creation Wizard,local/course_creation_wizard,git@github.com:ULCC-QMUL/moodle-local_course_creation_wizard.git,,2018070900,Upgrade2019,0c2c9eb97af787c4763dedacafade1312797bea5
Kaltura package libraries,local/kaltura,git@github.com:ULCC-QMUL/moodle-local_kaltura.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,baf6abf20681dce8ed995786d1c9ed9121b4208d
Kaltura Media Gallery,local/kalturamediagallery,git@github.com:ULCC-QMUL/moodle-local_kalturamediagallery.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,5c9b2f2cd4d059a4953d0b57981d1d6627921ef2
Landingpages,local/landingpages,git@github.com:ULCC-QMUL/moodle-local_landingpages.git,,20160622000,master,7fac2191102a204161184be4891774d3a8d386a1
Moodle Mobile additional features,local/mobile,git@github.com:moodlehq/moodle-local_mobile.git,2014 Juan Leyva <juan@moodle.com>,2018120300,MOODLE_36_STABLE,1d380a400660fafd189153ffd4ca46c462728f26
Microsoft Account,local/msaccount,git@github.com:Microsoft/moodle-local_msaccount.git,MicrosoftInc.,2016062002,master,b83a35402647925e4ae4a746770cd23607c2014c
My Media,local/mymedia,git@github.com:ULCC-QMUL/moodle-local_mymedia.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,a372fbd47b94b40ccbd84ec909d1278a94131fb5
Microsoft Office 365 Integration,local/o365,git@github.com:Microsoft/moodle-local_o365.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2018120300,v3.6.0.0,2fc3b20694a28ead6aae53cb30f627f51d01c9c5
Office 365 Integration,local/office365,git@github.com:Microsoft/moodle-local_office365.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2018120300,v3.6.0.0,fbfe9824b28dcd58018acb34f610b0e1e27fb0ee
Microsoft OneNote,local/onenote,git@github.com:Microsoft/moodle-local_onenote.git,MicrosoftInc.,2018120300,MOODLE_36_STABLE,bf16d8682bb34c6acc5e00b39fb0b4c051009af0
Orphan2Stealth,local/orphan2stealth,git@github.com:ULCC-QMUL/moodle-local_orphan2stealth.git,,2018070301,live,f828c0ccaa20c1a39ee49704a70239be900a28ff
Pearson Custom (Local),local/pearson,git@github.com:ULCC-QMUL/moodle-local_pearson.git,,2017052300,master,d910749f3e795616497b40a3c3c7065799c30e7a
QMUL Physics App Page Renderer,local/physicsapp,git@github.com:ULCC-QMUL/moodle-local_physicsapp.git,,2013090400,master,ab005d9c6e69a8333d415d433d8f1cfbcaaeee1e
Activities Calendar,local/qm_activities,git@github.com:ULCC-QMUL/moodle-local_qm_activities.git,,2019082700,,7d910fbc3df3ce9c27ba0d2725ee768c2ee66a84
Coursework coversheet,local/qmcw_coversheet,git@github.com:ULCC-QMUL/moodle-local_qmcw_coversheet.git,2017 Queen Mary University of London,2018072300,master,9d87fbb8acbcdbe8ed55485023c1baabd5827726
QMUL Model,local/qmframework,git@github.com:ULCC-QMUL/moodle-local_qmframework.git,2017 onwards Catalyst IT {@link http://www.catalyst-eu.net/},2018062500,client-qmul-3.4-prod-WR313667,ac0a5f23308433bef19cdd0b9a4545ea1f0b6234
Gradesplus,local/qmul_dashboard,git@github.com:ULCC-QMUL/moodle-local_qmul_dashboard.git,2015 Queen Mary University of London,2017021400,,35174506e924e567ba83f21e038f069fc848446a
QMUL Download Submissions,local/qmul_download_submissions,git@github.com:ULCC-QMUL/moodle-local_qmul_download_submissions.git,2016 Queen Mary University of London,2016050300,,4d9a5bbf16a7955f8ca8b3c1820b6a4ea4f3d3d9
Qmul messaging,local/qmul_messaging,git@github.com:ULCC-QMUL/moodle-local_qmul_messaging.git,,2018041101,,d96707fb6cb8fee7d3007108d5123f1c63020ed8
QMUL sync,local/qmul_sync,git@github.com:ULCC-QMUL/moodle-local_qmul_sync.git,,2015070301,master,fabe04e92714747258cd30d5841babb5ab7041b5
QMUL JP Students system enrollment (CLI),local/qmul_system_role_sync,git@github.com:ULCC-QMUL/moodle-local_qmul_system_role_sync.git,Greg Pasciak/QMUL,2016011300,develop_30,4ea737fe894b89d414a563099d77a3b10b527d57
Qsection,local/qsection,git@github.com:ULCC-QMUL/moodle-local_qsection.git,,2018121801,master,7c0cbb55eaa35a68348ffbb5dc529e5dca61db84
Rollover Plugin,local/rollover_plugin,git@github.com:ULCC-QMUL/moodle-local_rollover_plugin.git,,2016021700,Jan2017,3d003c38bda3d73c964390ddb6eec91ea1cf47a5
Sandbox,local/sandbox,git@github.com:moodleuulm/moodle-local_sandbox.git,2014 Alexander BiasUlm University <alexander.bias@uni-ulm.de>,2019012500,v3.6-r1,94994ccbd605f8eceff924dac09b2602412ae582
Simple Course Creator,local/simple_course_creator,git@github.com:doiphode/moodle-local_simple_course_creator.git,2019 Queen Mary University of London,2019042203,,3555d50e75d32e4b81d875e452bdecf1ed24e87e
TabTransformer,local/tabtransformer,git@github.com:ULCC-QMUL/moodle-local_tabtransformer.git,,2019020100,,d51068d204e7fd671639991c61538e3a4c617111
Widget plugins for widgets block,local/widgets,git@github.com:ULCC-QMUL/moodle-local_widgets.git,2017 Davo SmithSynergy Learning,2018041100,develop_36,b18336561bde85933e10c42ade621905b4c5c417
Level up! Plus,local/xp,git@github.com:ULCC-QMUL/moodle-local_xp.git,2017 Frédéric Massart,2019062500,master,26c1d65057c86cff4b5b0920d633907e74f93c82
,mod/adaptivequiz,git@github.com:ULCC-QMUL/moodle-mod_adaptivequiz.git,,,master,ae70093c6711030f48c4edc8fab68981a893948f
Aspire resource list,mod/aspirelist,git@github.com:tonyjbutler/moodle-mod_aspirelist.git,2014 onwards Lancaster University {@link http://www.lancaster.ac.uk/},2016121900,MOODLE_32_STABLE,45f259eeb33e2ef35708098e806d8fbfa0ca44c4
Course Resource List,mod/aspirelists,git@github.com:ULCC-QMUL/talis-mod_aspirelists.git,,2017091902,sept_2019,ef1f83c5167ed85f33e064c86ad14d8590a60d0e
OneNote feedback,mod/assign/feedback/onenote,git@github.com:Microsoft/moodle-assignfeedback_onenote.git,MicrosoftInc. (based on files by NetSpot {@link http://www.netspot.com.au}),2018120300,MOODLE_36_STABLE,c7b962a7d7afc529039080af71bdddd266de7861
Mahara portfolio,mod/assign/submission/mahara,git@github.com:ULCC-QMUL/moodle-assignsubmission_mahara.git,2012 Lancaster University,2017101600,master,dca9348afb6285000cec1ba57f087da85143a91c
OneNote submissions,mod/assign/submission/onenote,git@github.com:Microsoft/moodle-assignsubmission_onenote.git,MicrosoftInc. (based on files by NetSpot {@link http://www.netspot.com.au}),2018120300,MOODLE_36_STABLE,88d1ae92833a9b259e578b94f2b555d5b4923522
Online audio recording,mod/assign/submission/onlineaudio,git@github.com:ULCC-QMUL/moodle-assignsubmission_onlineaudio.git,2012 Paul Nicholls,2014112403,master,fad37d41f6d67feab0bd2e5a176e3ac328129bf6
